date,store_nbr,transaction_aug
2014-10-21,8,790
2014-10-21,9,844
2014-10-21,10,832
2014-10-21,11,433
2014-10-21,12,558
2014-10-21,13,170
2014-10-21,14,364
2014-10-21,15,180
2014-10-21,16,483
2014-10-21,17,129
2014-10-21,18,386
2014-10-21,19,672
2014-10-21,23,595
2014-10-21,24,135
2014-10-21,25,798
2014-10-21,26,684
2014-10-21,27,805
2014-10-21,28,808
2014-10-21,30,754
2014-10-21,31,143
2014-10-21,32,333
2014-10-21,33,18
2014-10-21,34,583
2014-10-21,35,980
2014-10-21,36,309
2014-10-21,37,7
2014-10-21,38,692
2014-10-21,39,423
2014-10-21,40,838
2014-10-21,41,224
2014-10-21,43,666
2014-10-21,44,106
2014-10-21,45,190
2014-10-21,46,455
2014-10-21,47,371
2014-10-21,48,642
2014-10-21,49,199
2014-10-21,50,211
2014-10-21,51,646
2014-10-21,53,205
2014-10-21,54,107
2014-10-22,1,394
2014-10-22,2,486
2014-10-22,3,579
2014-10-22,4,732
2014-10-22,5,406
2014-10-22,6,760
2014-10-22,7,92
2014-10-22,8,80
2014-10-22,9,644
2014-10-22,10,33
2014-10-22,11,81
2014-10-22,12,727
2014-10-22,13,320
2014-10-22,14,923
2014-10-22,15,497
2014-10-22,16,480
2014-10-22,17,30
2014-10-22,18,579
2014-10-22,19,454
2014-10-22,23,705
2014-10-22,24,499
2014-10-22,25,975
2014-10-22,26,58
2014-10-22,27,728
2014-10-22,28,469
2014-10-22,30,407
2014-10-22,31,934
2014-10-22,32,97
2014-10-22,33,792
2014-10-22,34,81
2014-10-22,35,136
2014-10-22,36,376
2014-10-22,37,780
2014-10-22,38,749
2014-10-22,39,778
2014-10-22,40,689
2014-10-22,41,939
2014-10-22,43,434
2014-10-22,44,655
2014-10-22,45,330
2014-10-22,46,91
2014-10-22,47,269
2014-10-22,48,147
2014-10-22,49,656
2014-10-22,50,386
2014-10-22,51,32
2014-10-22,53,114
2014-10-22,54,86
2014-10-23,1,190
2014-10-23,2,82
2014-10-23,3,65
2014-10-23,4,231
2014-10-23,5,763
2014-10-23,6,329
2014-10-23,7,891
2014-10-23,8,281
2014-10-23,9,174
2014-10-23,10,826
2014-10-23,11,1
2014-10-23,12,765
2014-10-23,13,870
2014-10-23,14,147
2014-10-23,15,908
2014-10-23,16,50
2014-10-23,17,733
2014-10-23,18,180
2014-10-23,19,614
2014-10-23,23,684
2014-10-23,24,311
2014-10-23,25,844
2014-10-23,26,537
2014-10-23,27,128
2014-10-23,28,860
2014-10-23,30,557
2014-10-23,31,101
2014-10-23,32,98
2014-10-23,33,816
2014-10-23,34,285
2014-10-23,35,808
2014-10-23,36,286
2014-10-23,37,428
2014-10-23,38,948
2014-10-23,39,390
2014-10-23,40,670
2014-10-23,41,820
2014-10-23,43,200
2014-10-23,44,494
2014-10-23,45,180
2014-10-23,46,912
2014-10-23,47,317
2014-10-23,48,327
2014-10-23,49,618
2014-10-23,50,675
2014-10-23,51,766
2014-10-23,53,360
2014-10-23,54,925
2014-10-24,1,590
2014-10-24,2,578
2014-10-24,3,461
2014-10-24,4,607
2014-10-24,5,330
2014-10-24,6,895
2014-10-24,7,606
2014-10-24,8,113
2014-10-24,9,167
2014-10-24,10,774
2014-10-24,11,850
2014-10-24,12,355
2014-10-24,13,628
2014-10-24,14,63
2014-10-24,15,759
2014-10-24,16,667
2014-10-24,17,419
2014-10-24,18,71
2014-10-24,19,563
2014-10-24,23,657
2014-10-24,24,962
2014-10-24,25,519
2014-10-24,26,848
2014-10-24,27,837
2014-10-24,28,65
2014-10-24,30,819
2014-10-24,31,360
2014-10-24,32,375
2014-10-24,33,465
2014-10-24,34,212
2014-10-24,35,41
2014-10-24,36,176
2014-10-24,37,797
2014-10-24,38,159
2014-10-24,39,62
2014-10-24,40,77
2014-10-24,41,521
2014-10-24,43,967
2014-10-24,44,177
2014-10-24,45,612
2014-10-24,46,411
2014-10-24,47,373
2014-10-24,48,554
2014-10-24,49,987
2014-10-24,50,959
2014-10-24,51,299
2014-10-24,53,622
2014-10-24,54,941
2014-10-25,1,317
2014-10-25,2,395
2014-10-25,3,361
2014-10-25,4,914
2014-10-25,5,70
2014-10-25,6,101
2014-10-25,7,149
2014-10-25,8,602
2014-10-25,9,653
2014-10-25,10,758
2014-10-25,11,898
2014-10-25,12,464
2014-10-25,13,488
2014-10-25,14,581
2014-10-25,15,838
2014-10-25,16,262
2014-10-25,17,285
2014-10-25,18,450
2014-10-25,19,275
2014-10-25,23,305
2014-10-25,24,648
2014-10-25,25,898
2014-10-25,26,95
2014-10-25,27,59
2014-10-25,28,384
2014-10-25,30,973
2014-10-25,31,9
2014-10-25,32,966
2014-10-25,33,983
2014-10-25,34,95
2014-10-25,35,798
2014-10-25,36,944
2014-10-25,37,731
2014-10-25,38,792
2014-10-25,39,79
2014-10-25,40,87
2014-10-25,41,525
2014-10-25,43,164
2014-10-25,44,567
2014-10-25,45,6
2014-10-25,46,165
2014-10-25,47,785
2014-10-25,48,349
2014-10-25,49,797
2014-10-25,50,839
2014-10-25,51,530
2014-10-25,53,718
2014-10-25,54,146
2014-10-26,1,419
2014-10-26,2,761
2014-10-26,3,931
2014-10-26,4,843
2014-10-26,5,463
2014-10-26,6,914
2014-10-26,7,193
2014-10-26,8,602
2014-10-26,9,942
2014-10-26,10,170
2014-10-26,11,561
2014-10-26,12,148
2014-10-26,13,707
2014-10-26,14,172
2014-10-26,15,634
2014-10-26,16,776
2014-10-26,17,377
2014-10-26,18,119
2014-10-26,19,154
2014-10-26,23,33
2014-10-26,24,482
2014-10-26,25,521
2014-10-26,26,242
2014-10-26,27,304
2014-10-26,28,164
2014-10-26,30,527
2014-10-26,31,601
2014-10-26,32,401
2014-10-26,33,60
2014-10-26,34,884
2014-10-26,35,215
2014-10-26,36,600
2014-10-26,37,500
2014-10-26,38,795
2014-10-26,39,327
2014-10-26,40,268
2014-10-26,41,516
2014-10-26,43,349
2014-10-26,44,766
2014-10-26,45,453
2014-10-26,46,579
2014-10-26,47,950
2014-10-26,48,7
2014-10-26,49,902
2014-10-26,50,869
2014-10-26,51,465
2014-10-26,53,875
2014-10-26,54,258
2014-10-27,1,39
2014-10-27,2,743
2014-10-27,3,117
2014-10-27,4,292
2014-10-27,5,742
2014-10-27,6,178
2014-10-27,7,290
2014-10-27,8,771
2014-10-27,9,333
2014-10-27,10,676
2014-10-27,11,699
2014-10-27,12,640
2014-10-27,13,128
2014-10-27,14,45
2014-10-27,15,194
2014-10-27,16,364
2014-10-27,17,950
2014-10-27,18,367
2014-10-27,19,85
2014-10-27,23,107
2014-10-27,24,18
2014-10-27,25,827
2014-10-27,26,585
2014-10-27,27,71
2014-10-27,28,5
2014-10-27,30,659
2014-10-27,31,72
2014-10-27,32,28
2014-10-27,33,948
2014-10-27,34,88
2014-10-27,35,664
2014-10-27,36,573
2014-10-27,37,139
2014-10-27,38,184
2014-10-27,39,86
2014-10-27,40,780
2014-10-27,41,752
2014-10-27,43,863
2014-10-27,44,645
2014-10-27,45,501
2014-10-27,46,223
2014-10-27,47,431
2014-10-27,48,838
2014-10-27,49,681
2014-10-27,50,980
2014-10-27,51,7
2014-10-27,53,516
2014-10-27,54,420
2014-10-28,1,887
2014-10-28,2,986
2014-10-28,3,647
2014-10-28,4,383
2014-10-28,5,778
2014-10-28,6,416
2014-10-28,7,545
2014-10-28,8,685
2014-10-28,9,480
2014-10-28,10,922
2014-10-28,11,285
2014-10-28,12,5
2014-10-28,13,456
2014-10-28,14,774
2014-10-28,15,863
2014-10-28,16,126
2014-10-28,17,985
2014-10-28,18,866
2014-10-28,19,60
2014-10-28,23,396
2014-10-28,24,674
2014-10-28,25,515
2014-10-28,26,749
2014-10-28,27,230
2014-10-28,28,513
2014-10-28,30,930
2014-10-28,31,328
2014-10-28,32,892
2014-10-28,33,65
2014-10-28,34,785
2014-10-28,35,273
2014-10-28,36,675
2014-10-28,37,758
2014-10-28,38,180
2014-10-28,39,478
2014-10-28,40,940
2014-10-28,41,579
2014-10-28,43,2
2014-10-28,44,32
2014-10-28,45,736
2014-10-28,46,368
2014-10-28,47,235
2014-10-28,48,751
2014-10-28,49,908
2014-10-28,50,120
2014-10-28,51,547
2014-10-28,53,983
2014-10-28,54,298
2014-10-29,1,410
2014-10-29,2,416
2014-10-29,3,872
2014-10-29,4,262
2014-10-29,5,567
2014-10-29,6,977
2014-10-29,7,545
2014-10-29,8,378
2014-10-29,9,19
2014-10-29,10,404
2014-10-29,11,860
2014-10-29,12,523
2014-10-29,13,416
2014-10-29,14,13
2014-10-29,15,493
2014-10-29,16,959
2014-10-29,17,309
2014-10-29,18,184
2014-10-29,19,249
2014-10-29,23,853
2014-10-29,24,100
2014-10-29,25,121
2014-10-29,26,900
2014-10-29,27,113
2014-10-29,28,654
2014-10-29,30,213
2014-10-29,31,520
2014-10-29,32,655
2014-10-29,33,530
2014-10-29,34,881
2014-10-29,35,790
2014-10-29,36,75
2014-10-29,37,855
2014-10-29,38,856
2014-10-29,39,73
2014-10-29,40,389
2014-10-29,41,633
2014-10-29,43,121
2014-10-29,44,493
2014-10-29,45,342
2014-10-29,46,506
2014-10-29,47,388
2014-10-29,48,673
2014-10-29,49,892
2014-10-29,50,143
2014-10-29,51,780
2014-10-29,53,123
2014-10-29,54,234
2014-10-30,1,756
2014-10-30,2,118
2014-10-30,3,915
2014-10-30,4,690
2014-10-30,5,587
2014-10-30,6,982
2014-10-30,7,181
2014-10-30,8,505
2014-10-30,9,133
2014-10-30,10,926
2014-10-30,11,611
2014-10-30,12,907
2014-10-30,13,903
2014-10-30,14,599
2014-10-30,15,47
2014-10-30,16,226
2014-10-30,17,889
2014-10-30,18,567
2014-10-30,19,749
2014-10-30,23,881
2014-10-30,24,989
2014-10-30,25,136
2014-10-30,26,369
2014-10-30,27,749
2014-10-30,28,611
2014-10-30,30,358
2014-10-30,31,249
2014-10-30,32,443
2014-10-30,33,747
2014-10-30,34,645
2014-10-30,35,916
2014-10-30,36,766
2014-10-30,37,511
2014-10-30,38,15
2014-10-30,39,488
2014-10-30,40,737
2014-10-30,41,260
2014-10-30,43,172
2014-10-30,44,4
2014-10-30,45,142
2014-10-30,46,505
2014-10-30,47,952
2014-10-30,48,185
2014-10-30,49,500
2014-10-30,50,96
2014-10-30,51,668
2014-10-30,53,494
2014-10-30,54,35
2014-10-31,1,83
2014-10-31,2,478
2014-10-31,3,423
2014-10-31,4,452
2014-10-31,5,414
2014-10-31,6,316
2014-10-31,7,11
2014-10-31,8,744
2014-10-31,9,481
2014-10-31,10,683
2014-10-31,11,454
2014-10-31,12,431
2014-10-31,13,789
2014-10-31,14,466
2014-10-31,15,899
2014-10-31,16,238
2014-10-31,17,208
2014-10-31,18,286
2014-10-31,19,417
2014-10-31,23,910
2014-10-31,24,365
2014-10-31,25,21
2014-10-31,26,635
2014-10-31,27,166
2014-10-31,28,21
2014-10-31,30,944
2014-10-31,31,67
2014-10-31,32,96
2014-10-31,33,595
2014-10-31,34,283
2014-10-31,35,980
2014-10-31,36,318
2014-10-31,37,795
2014-10-31,38,651
2014-10-31,39,428
2014-10-31,40,375
2014-10-31,41,686
2014-10-31,43,411
2014-10-31,44,177
2014-10-31,45,719
2014-10-31,46,804
2014-10-31,47,90
2014-10-31,48,897
2014-10-31,49,948
2014-10-31,50,230
2014-10-31,51,813
2014-10-31,53,71
2014-10-31,54,902
2014-11-01,1,380
2014-11-01,2,554
2014-11-01,3,566
2014-11-01,4,565
2014-11-01,5,654
2014-11-01,6,242
2014-11-01,7,661
2014-11-01,8,230
2014-11-01,9,550
2014-11-01,10,932
2014-11-01,11,868
2014-11-01,12,445
2014-11-01,13,205
2014-11-01,14,80
2014-11-01,15,592
2014-11-01,16,705
2014-11-01,17,516
2014-11-01,18,245
2014-11-01,19,506
2014-11-01,23,805
2014-11-01,24,493
2014-11-01,25,598
2014-11-01,26,313
2014-11-01,27,680
2014-11-01,28,601
2014-11-01,30,50
2014-11-01,31,903
2014-11-01,32,824
2014-11-01,33,471
2014-11-01,34,248
2014-11-01,35,547
2014-11-01,36,871
2014-11-01,37,446
2014-11-01,38,997
2014-11-01,39,769
2014-11-01,40,582
2014-11-01,41,4
2014-11-01,43,356
2014-11-01,44,457
2014-11-01,45,170
2014-11-01,46,607
2014-11-01,47,458
2014-11-01,48,558
2014-11-01,49,917
2014-11-01,50,946
2014-11-01,51,38
2014-11-01,53,380
2014-11-01,54,521
2014-11-02,1,984
2014-11-02,2,640
2014-11-02,3,955
2014-11-02,4,744
2014-11-02,5,504
2014-11-02,6,336
2014-11-02,7,917
2014-11-02,8,372
2014-11-02,9,69
2014-11-02,10,561
2014-11-02,11,724
2014-11-02,12,971
2014-11-02,13,505
2014-11-02,14,263
2014-11-02,15,463
2014-11-02,16,553
2014-11-02,17,590
2014-11-02,18,347
2014-11-02,19,596
2014-11-02,23,554
2014-11-02,24,369
2014-11-02,25,551
2014-11-02,26,666
2014-11-02,27,390
2014-11-02,28,868
2014-11-02,30,99
2014-11-02,31,943
2014-11-02,32,121
2014-11-02,33,499
2014-11-02,34,789
2014-11-02,35,925
2014-11-02,36,385
2014-11-02,37,399
2014-11-02,38,593
2014-11-02,39,848
2014-11-02,40,414
2014-11-02,41,948
2014-11-02,43,250
2014-11-02,44,703
2014-11-02,45,633
2014-11-02,46,296
2014-11-02,47,424
2014-11-02,48,926
2014-11-02,49,245
2014-11-02,50,310
2014-11-02,51,761
2014-11-02,53,167
2014-11-02,54,673
2014-11-03,1,913
2014-11-03,2,60
2014-11-03,3,118
2014-11-03,4,975
2014-11-03,5,166
2014-11-03,6,991
2014-11-03,7,727
2014-11-03,8,611
2014-11-03,9,659
2014-11-03,10,548
2014-11-03,11,851
2014-11-03,12,943
2014-11-03,13,513
2014-11-03,14,19
2014-11-03,15,938
2014-11-03,16,619
2014-11-03,17,587
2014-11-03,18,313
2014-11-03,19,945
2014-11-03,23,146
2014-11-03,24,447
2014-11-03,25,706
2014-11-03,26,948
2014-11-03,27,964
2014-11-03,28,159
2014-11-03,30,328
2014-11-03,31,43
2014-11-03,32,761
2014-11-03,33,396
2014-11-03,34,458
2014-11-03,35,282
2014-11-03,36,488
2014-11-03,37,485
2014-11-03,38,215
2014-11-03,39,136
2014-11-03,40,686
2014-11-03,41,67
2014-11-03,43,799
2014-11-03,44,331
2014-11-03,45,683
2014-11-03,46,172
2014-11-03,47,913
2014-11-03,48,894
2014-11-03,49,94
2014-11-03,50,177
2014-11-03,51,884
2014-11-03,53,249
2014-11-03,54,496
2014-11-04,1,902
2014-11-04,2,840
2014-11-04,3,612
2014-11-04,4,421
2014-11-04,5,290
2014-11-04,6,326
2014-11-04,7,214
2014-11-04,8,251
2014-11-04,9,773
2014-11-04,10,966
2014-11-04,11,340
2014-11-04,12,933
2014-11-04,13,83
2014-11-04,14,847
2014-11-04,15,571
2014-11-04,16,479
2014-11-04,17,743
2014-11-04,18,196
2014-11-04,19,658
2014-11-04,23,125
2014-11-04,24,720
2014-11-04,25,21
2014-11-04,26,431
2014-11-04,27,108
2014-11-04,28,734
2014-11-04,30,268
2014-11-04,31,905
2014-11-04,32,459
2014-11-04,33,683
2014-11-04,34,302
2014-11-04,35,604
2014-11-04,36,540
2014-11-04,37,153
2014-11-04,38,544
2014-11-04,39,146
2014-11-04,40,695
2014-11-04,41,544
2014-11-04,43,433
2014-11-04,44,665
2014-11-04,45,172
2014-11-04,46,248
2014-11-04,47,4
2014-11-04,48,279
2014-11-04,49,766
2014-11-04,50,343
2014-11-04,51,280
2014-11-04,53,44
2014-11-04,54,864
2014-11-05,1,916
2014-11-05,2,23
2014-11-05,3,12
2014-11-05,4,313
2014-11-05,5,399
2014-11-05,6,626
2014-11-05,7,286
2014-11-05,8,183
2014-11-05,9,343
2014-11-05,10,271
2014-11-05,11,206
2014-11-05,12,389
2014-11-05,13,454
2014-11-05,14,783
2014-11-05,15,699
2014-11-05,16,29
2014-11-05,17,342
2014-11-05,18,870
2014-11-05,19,538
2014-11-05,23,24
2014-11-05,24,757
2014-11-05,25,660
2014-11-05,26,448
2014-11-05,27,465
2014-11-05,28,358
2014-11-05,30,589
2014-11-05,31,915
2014-11-05,32,336
2014-11-05,33,971
2014-11-05,34,317
2014-11-05,35,864
2014-11-05,36,158
2014-11-05,37,903
2014-11-05,38,500
2014-11-05,39,747
2014-11-05,40,948
2014-11-05,41,405
2014-11-05,43,26
2014-11-05,44,51
2014-11-05,45,999
2014-11-05,46,609
2014-11-05,47,690
2014-11-05,48,623
2014-11-05,49,36
2014-11-05,50,804
2014-11-05,51,104
2014-11-05,53,425
2014-11-05,54,613
2014-11-06,1,70
2014-11-06,2,657
2014-11-06,3,295
2014-11-06,4,118
2014-11-06,5,716
2014-11-06,6,403
2014-11-06,7,455
2014-11-06,8,40
2014-11-06,9,629
2014-11-06,10,39
2014-11-06,11,258
2014-11-06,12,478
2014-11-06,13,263
2014-11-06,14,476
2014-11-06,15,413
2014-11-06,16,966
2014-11-06,17,594
2014-11-06,18,193
2014-11-06,19,782
2014-11-06,23,400
2014-11-06,24,514
2014-11-06,25,153
2014-11-06,26,368
2014-11-06,27,751
2014-11-06,28,996
2014-11-06,30,981
2014-11-06,31,321
2014-11-06,32,160
2014-11-06,33,508
2014-11-06,34,533
2014-11-06,35,280
2014-11-06,36,124
2014-11-06,37,23
2014-11-06,38,154
2014-11-06,39,504
2014-11-06,40,289
2014-11-06,41,531
2014-11-06,43,813
2014-11-06,44,53
2014-11-06,45,714
2014-11-06,46,565
2014-11-06,47,904
2014-11-06,48,428
2014-11-06,49,403
2014-11-06,50,88
2014-11-06,51,198
2014-11-06,53,335
2014-11-06,54,548
2014-11-07,1,216
2014-11-07,2,397
2014-11-07,3,932
2014-11-07,4,112
2014-11-07,5,795
2014-11-07,6,62
2014-11-07,7,170
2014-11-07,8,322
2014-11-07,9,144
2014-11-07,10,903
2014-11-07,11,540
2014-11-07,12,798
2014-11-07,13,501
2014-11-07,14,198
2014-11-07,15,304
2014-11-07,16,860
2014-11-07,17,458
2014-11-07,18,116
2014-11-07,19,375
2014-11-07,23,217
2014-11-07,24,669
2014-11-07,25,111
2014-11-07,26,995
2014-11-07,27,197
2014-11-07,28,422
2014-11-07,30,574
2014-11-07,31,878
2014-11-07,32,594
2014-11-07,33,959
2014-11-07,34,701
2014-11-07,35,922
2014-11-07,36,837
2014-11-07,37,540
2014-11-07,38,839
2014-11-07,39,10
2014-11-07,40,959
2014-11-07,41,186
2014-11-07,43,533
2014-11-07,44,23
2014-11-07,45,976
2014-11-07,46,439
2014-11-07,47,277
2014-11-07,48,421
2014-11-07,49,163
2014-11-07,50,799
2014-11-07,51,106
2014-11-07,53,784
2014-11-07,54,526
2014-11-08,1,924
2014-11-08,2,777
2014-11-08,3,461
2014-11-08,4,96
2014-11-08,5,791
2014-11-08,6,442
2014-11-08,7,114
2014-11-08,8,879
2014-11-08,9,908
2014-11-08,10,565
2014-11-08,11,737
2014-11-08,12,235
2014-11-08,13,138
2014-11-08,14,50
2014-11-08,15,985
2014-11-08,16,724
2014-11-08,17,173
2014-11-08,18,262
2014-11-08,19,93
2014-11-08,23,28
2014-11-08,24,609
2014-11-08,25,369
2014-11-08,26,631
2014-11-08,27,415
2014-11-08,28,278
2014-11-08,30,588
2014-11-08,31,483
2014-11-08,32,366
2014-11-08,33,554
2014-11-08,34,250
2014-11-08,35,122
2014-11-08,36,679
2014-11-08,37,25
2014-11-08,38,268
2014-11-08,39,274
2014-11-08,40,674
2014-11-08,41,855
2014-11-08,43,236
2014-11-08,44,76
2014-11-08,45,812
2014-11-08,46,481
2014-11-08,47,454
2014-11-08,48,169
2014-11-08,49,813
2014-11-08,50,255
2014-11-08,51,160
2014-11-08,53,373
2014-11-08,54,870
2014-11-09,1,928
2014-11-09,2,768
2014-11-09,3,305
2014-11-09,4,810
2014-11-09,5,917
2014-11-09,6,465
2014-11-09,7,104
2014-11-09,8,640
2014-11-09,9,978
2014-11-09,10,512
2014-11-09,11,292
2014-11-09,12,331
2014-11-09,13,259
2014-11-09,14,652
2014-11-09,15,561
2014-11-09,16,775
2014-11-09,17,144
2014-11-09,18,891
2014-11-09,19,294
2014-11-09,23,817
2014-11-09,24,341
2014-11-09,25,920
2014-11-09,26,42
2014-11-09,27,514
2014-11-09,28,607
2014-11-09,30,188
2014-11-09,31,736
2014-11-09,32,547
2014-11-09,33,84
2014-11-09,34,379
2014-11-09,35,846
2014-11-09,36,848
2014-11-09,37,250
2014-11-09,38,430
2014-11-09,39,735
2014-11-09,40,650
2014-11-09,41,519
2014-11-09,43,39
2014-11-09,44,518
2014-11-09,45,625
2014-11-09,46,899
2014-11-09,47,203
2014-11-09,48,934
2014-11-09,49,627
2014-11-09,50,445
2014-11-09,51,936
2014-11-09,53,964
2014-11-09,54,655
2014-11-10,1,718
2014-11-10,2,816
2014-11-10,3,754
2014-11-10,4,546
2014-11-10,5,248
2014-11-10,6,445
2014-11-10,7,644
2014-11-10,8,136
2014-11-10,9,27
2014-11-10,10,111
2014-11-10,11,973
2014-11-10,12,549
2014-11-10,13,440
2014-11-10,14,124
2014-11-10,15,844
2014-11-10,16,380
2014-11-10,17,273
2014-11-10,18,698
2014-11-10,19,302
2014-11-10,23,905
2014-11-10,24,659
2014-11-10,25,474
2014-11-10,26,531
2014-11-10,27,106
2014-11-10,28,984
2014-11-10,30,869
2014-11-10,31,65
2014-11-10,32,646
2014-11-10,33,236
2014-11-10,34,772
2014-11-10,35,557
2014-11-10,36,986
2014-11-10,37,205
2014-11-10,38,122
2014-11-10,39,552
2014-11-10,40,542
2014-11-10,41,603
2014-11-10,43,845
2014-11-10,44,722
2014-11-10,45,868
2014-11-10,46,263
2014-11-10,47,392
2014-11-10,48,644
2014-11-10,49,748
2014-11-10,50,754
2014-11-10,51,578
2014-11-10,53,857
2014-11-10,54,376
2014-11-11,1,378
2014-11-11,2,342
2014-11-11,3,256
2014-11-11,4,946
2014-11-11,5,87
2014-11-11,6,601
2014-11-11,7,7
2014-11-11,8,199
2014-11-11,9,809
2014-11-11,10,858
2014-11-11,11,861
2014-11-11,12,656
2014-11-11,13,724
2014-11-11,14,757
2014-11-11,15,958
2014-11-11,16,807
2014-11-11,17,264
2014-11-11,18,820
2014-11-11,19,60
2014-11-11,23,805
2014-11-11,24,572
2014-11-11,25,816
2014-11-11,26,307
2014-11-11,27,929
2014-11-11,28,237
2014-11-11,30,402
2014-11-11,31,248
2014-11-11,32,12
2014-11-11,33,871
2014-11-11,34,822
2014-11-11,35,805
2014-11-11,36,716
2014-11-11,37,193
2014-11-11,38,852
2014-11-11,39,308
2014-11-11,40,70
2014-11-11,41,77
2014-11-11,43,406
2014-11-11,44,609
2014-11-11,45,551
2014-11-11,46,278
2014-11-11,47,152
2014-11-11,48,541
2014-11-11,49,438
2014-11-11,50,667
2014-11-11,51,519
2014-11-11,53,305
2014-11-11,54,950
2014-11-12,1,983
2014-11-12,2,918
2014-11-12,3,356
2014-11-12,4,230
2014-11-12,5,771
2014-11-12,6,914
2014-11-12,7,406
2014-11-12,8,577
2014-11-12,9,960
2014-11-12,10,79
2014-11-12,11,702
2014-11-12,12,465
2014-11-12,13,610
2014-11-12,14,143
2014-11-12,15,954
2014-11-12,16,343
2014-11-12,17,490
2014-11-12,18,220
2014-11-12,19,603
2014-11-12,23,905
2014-11-12,24,505
2014-11-12,25,916
2014-11-12,26,922
2014-11-12,27,883
2014-11-12,28,563
2014-11-12,30,930
2014-11-12,31,377
2014-11-12,32,816
2014-11-12,33,864
2014-11-12,34,566
2014-11-12,35,74
2014-11-12,36,915
2014-11-12,37,484
2014-11-12,38,751
2014-11-12,39,920
2014-11-12,40,285
2014-11-12,41,416
2014-11-12,43,951
2014-11-12,44,17
2014-11-12,45,287
2014-11-12,46,491
2014-11-12,47,205
2014-11-12,48,962
2014-11-12,49,424
2014-11-12,50,861
2014-11-12,51,290
2014-11-12,53,250
2014-11-12,54,502
2014-11-13,1,205
2014-11-13,2,827
2014-11-13,3,127
2014-11-13,4,802
2014-11-13,5,817
2014-11-13,6,209
2014-11-13,7,523
2014-11-13,8,398
2014-11-13,9,529
2014-11-13,10,564
2014-11-13,11,597
2014-11-13,12,317
2014-11-13,13,98
2014-11-13,14,415
2014-11-13,15,814
2014-11-13,16,960
2014-11-13,17,977
2014-11-13,18,288
2014-11-13,19,932
2014-11-13,23,563
2014-11-13,24,75
2014-11-13,25,529
2014-11-13,26,601
2014-11-13,27,541
2014-11-13,28,414
2014-11-13,30,878
2014-11-13,31,916
2014-11-13,32,63
2014-11-13,33,933
2014-11-13,34,314
2014-11-13,35,595
2014-11-13,36,551
2014-11-13,37,403
2014-11-13,38,859
2014-11-13,39,750
2014-11-13,40,7
2014-11-13,41,924
2014-11-13,43,850
2014-11-13,44,122
2014-11-13,45,422
2014-11-13,46,90
2014-11-13,47,803
2014-11-13,48,977
2014-11-13,49,207
2014-11-13,50,964
2014-11-13,51,987
2014-11-13,53,907
2014-11-13,54,155
2014-11-14,1,21
2014-11-14,2,877
2014-11-14,3,691
2014-11-14,4,677
2014-11-14,5,359
2014-11-14,6,466
2014-11-14,7,876
2014-11-14,8,227
2014-11-14,9,906
2014-11-14,10,457
2014-11-14,11,979
2014-11-14,12,833
2014-11-14,13,351
2014-11-14,14,302
2014-11-14,15,251
2014-11-14,16,597
2014-11-14,17,778
2014-11-14,18,410
2014-11-14,19,193
2014-11-14,23,865
2014-11-14,24,948
2014-11-14,25,782
2014-11-14,26,323
2014-11-14,27,228
2014-11-14,28,748
2014-11-14,30,248
2014-11-14,31,942
2014-11-14,32,83
2014-11-14,33,444
2014-11-14,34,364
2014-11-14,35,793
2014-11-14,36,37
2014-11-14,37,267
2014-11-14,38,849
2014-11-14,39,612
2014-11-14,40,144
2014-11-14,41,669
2014-11-14,43,306
2014-11-14,44,287
2014-11-14,45,766
2014-11-14,46,668
2014-11-14,47,832
2014-11-14,48,519
2014-11-14,49,111
2014-11-14,50,373
2014-11-14,51,897
2014-11-14,53,399
2014-11-14,54,391
2014-11-15,1,439
2014-11-15,2,799
2014-11-15,3,915
2014-11-15,4,157
2014-11-15,5,974
2014-11-15,6,212
2014-11-15,7,43
2014-11-15,8,421
2014-11-15,9,691
2014-11-15,10,266
2014-11-15,11,456
2014-11-15,12,269
2014-11-15,13,60
2014-11-15,14,959
2014-11-15,15,607
2014-11-15,16,797
2014-11-15,17,479
2014-11-15,18,44
2014-11-15,19,319
2014-11-15,23,750
2014-11-15,24,338
2014-11-15,25,635
2014-11-15,26,830
2014-11-15,27,678
2014-11-15,28,139
2014-11-15,30,585
2014-11-15,31,128
2014-11-15,32,971
2014-11-15,33,582
2014-11-15,34,566
2014-11-15,35,906
2014-11-15,36,661
2014-11-15,37,424
2014-11-15,38,676
2014-11-15,39,896
2014-11-15,40,721
2014-11-15,41,478
2014-11-15,43,333
2014-11-15,44,633
2014-11-15,45,144
2014-11-15,46,899
2014-11-15,47,185
2014-11-15,48,631
2014-11-15,49,411
2014-11-15,50,445
2014-11-15,51,107
2014-11-15,53,585
2014-11-15,54,543
2014-11-16,1,642
2014-11-16,2,437
2014-11-16,3,702
2014-11-16,4,572
2014-11-16,5,987
2014-11-16,6,549
2014-11-16,7,840
2014-11-16,8,66
2014-11-16,9,476
2014-11-16,10,327
2014-11-16,11,597
2014-11-16,12,607
2014-11-16,13,188
2014-11-16,14,712
2014-11-16,15,549
2014-11-16,16,501
2014-11-16,17,951
2014-11-16,18,22
2014-11-16,19,260
2014-11-16,23,867
2014-11-16,24,818
2014-11-16,25,794
2014-11-16,26,296
2014-11-16,27,638
2014-11-16,28,18
2014-11-16,30,639
2014-11-16,31,860
2014-11-16,32,445
2014-11-16,33,326
2014-11-16,34,381
