,date,store_nbr,item_nbr,item_aug,Y
54171,2013-01-03,13,464339,961,2343
54172,2013-01-03,13,464374,922,2304
54173,2013-01-03,13,464906,210,1592
54174,2013-01-03,13,464907,745,2127
54175,2013-01-03,13,464940,537,1919
54176,2013-01-03,13,467808,80,1462
54177,2013-01-03,13,470624,418,1800
54178,2013-01-03,13,470760,172,1554
54179,2013-01-03,13,470762,301,1683
54180,2013-01-03,13,471980,1,1383
54181,2013-01-03,13,471985,178,1560
54182,2013-01-03,13,472314,399,1781
54183,2013-01-03,13,472658,567,1949
54184,2013-01-03,13,502230,680,2062
54185,2013-01-03,13,502331,355,1737
54186,2013-01-03,13,504457,804,2186
54187,2013-01-03,13,506717,249,1631
54188,2013-01-03,13,507457,734,2116
54189,2013-01-03,13,507870,220,1602
54190,2013-01-03,13,507927,435,1817
54191,2013-01-03,13,510052,356,1738
54192,2013-01-03,13,510054,504,1886
54193,2013-01-03,13,510055,694,2076
54194,2013-01-03,13,513853,33,1415
54195,2013-01-03,13,513855,791,2173
54196,2013-01-03,13,514144,672,2054
54197,2013-01-03,13,514149,961,2343
54198,2013-01-03,13,514172,184,1566
54199,2013-01-03,13,514327,498,1880
54200,2013-01-03,13,514444,915,2297
54201,2013-01-03,13,514597,514,1896
54202,2013-01-03,13,514730,615,1997
54203,2013-01-03,13,514757,4,1386
54204,2013-01-03,13,517615,58,1440
54205,2013-01-03,13,517904,548,1930
54206,2013-01-03,13,517905,698,2080
54207,2013-01-03,13,517906,500,1882
54208,2013-01-03,13,518091,606,1988
54209,2013-01-03,13,518094,554,1936
54210,2013-01-03,13,519718,556,1938
54211,2013-01-03,13,522383,198,1580
54212,2013-01-03,13,522721,220,1602
54213,2013-01-03,13,525887,556,1938
54214,2013-01-03,13,551893,7,1389
54215,2013-01-03,13,554049,379,1761
54216,2013-01-03,13,554144,869,2251
54217,2013-01-03,13,554145,938,2320
54218,2013-01-03,13,557256,723,2105
54219,2013-01-03,13,557257,321,1703
54220,2013-01-03,13,557285,359,1741
54221,2013-01-03,13,557289,44,1426
54222,2013-01-03,13,557408,444,1826
54223,2013-01-03,13,557810,108,1490
54224,2013-01-03,13,559044,706,2088
54225,2013-01-03,13,559493,925,2307
54226,2013-01-03,13,559494,142,1524
54227,2013-01-03,13,559870,357,1739
54228,2013-01-03,13,559873,315,1697
54229,2013-01-03,13,564110,600,1982
54230,2013-01-03,13,564272,606,1988
54231,2013-01-03,13,564274,686,2068
54232,2013-01-03,13,564287,275,1657
54233,2013-01-03,13,564288,890,2272
54234,2013-01-03,13,564533,9,1391
54235,2013-01-03,13,564534,491,1873
54236,2013-01-03,13,567579,188,1570
54237,2013-01-03,13,567750,287,1669
54238,2013-01-03,13,567778,58,1440
54239,2013-01-03,13,568133,38,1420
54240,2013-01-03,13,570917,40,1422
54241,2013-01-03,13,570922,963,2345
54242,2013-01-03,13,572838,344,1726
54243,2013-01-03,13,573832,401,1783
54244,2013-01-03,13,574898,476,1858
54245,2013-01-03,13,575863,546,1928
54246,2013-01-03,13,577740,763,2145
54247,2013-01-03,13,577741,838,2220
54248,2013-01-03,13,579759,356,1738
54249,2013-01-03,13,580929,266,1648
54250,2013-01-03,13,581078,335,1717
54251,2013-01-03,13,581742,902,2284
54252,2013-01-03,13,583975,985,2367
54253,2013-01-03,13,583977,226,1608
54254,2013-01-03,13,583978,960,2342
54255,2013-01-03,13,584030,538,1920
54256,2013-01-03,13,584103,482,1864
54257,2013-01-03,13,584126,69,1451
54258,2013-01-03,13,586824,668,2050
54259,2013-01-03,13,586969,459,1841
54260,2013-01-03,13,587069,962,2344
54261,2013-01-03,13,587157,34,1416
54262,2013-01-03,13,592942,540,1922
54263,2013-01-03,13,598414,985,2367
54264,2013-01-03,13,598492,97,1479
54265,2013-01-03,13,603255,90,1472
54266,2013-01-03,13,608035,76,1458
54267,2013-01-03,13,617113,613,1995
54268,2013-01-03,13,619965,315,1697
54269,2013-01-03,13,621300,950,2332
54270,2013-01-03,13,622958,309,1691
54271,2013-01-03,13,623317,339,1721
54272,2013-01-03,13,627263,308,1690
54273,2013-01-03,13,627887,618,2000
54274,2013-01-03,13,633977,138,1520
54275,2013-01-03,13,637016,568,1950
54276,2013-01-03,13,638240,183,1565
54277,2013-01-03,13,638977,643,2025
54278,2013-01-03,13,638978,109,1491
54279,2013-01-03,13,639586,306,1688
54280,2013-01-03,13,645294,776,2158
54281,2013-01-03,13,648313,42,1424
54282,2013-01-03,13,651525,95,1477
54283,2013-01-03,13,655427,124,1506
54284,2013-01-03,13,657869,628,2010
54285,2013-01-03,13,663084,135,1517
54286,2013-01-03,13,664539,657,2039
54287,2013-01-03,13,664543,470,1852
54288,2013-01-03,13,664545,70,1452
54289,2013-01-03,13,668752,523,1905
54290,2013-01-03,13,671062,534,1916
54291,2013-01-03,13,671068,157,1539
54292,2013-01-03,13,671076,542,1924
54293,2013-01-03,13,671908,365,1747
54294,2013-01-03,13,683721,242,1624
54295,2013-01-03,13,686035,424,1806
54296,2013-01-03,13,686036,592,1974
54297,2013-01-03,13,687549,929,2311
54298,2013-01-03,13,692531,448,1830
54299,2013-01-03,13,692537,119,1501
54300,2013-01-03,13,698642,783,2165
54301,2013-01-03,13,698643,256,1638
54302,2013-01-03,13,716241,589,1971
54303,2013-01-03,13,716242,367,1749
54304,2013-01-03,13,716250,830,2212
54305,2013-01-03,13,723184,707,2089
54306,2013-01-03,13,724359,107,1489
54307,2013-01-03,13,724360,534,1916
54308,2013-01-03,13,724498,809,2191
54309,2013-01-03,13,736128,592,1974
54310,2013-01-03,13,738219,732,2114
54311,2013-01-03,13,740713,171,1553
54312,2013-01-03,13,740714,298,1680
54313,2013-01-03,13,749421,66,1448
54314,2013-01-03,13,750855,556,1938
54315,2013-01-03,13,751759,946,2328
54316,2013-01-03,13,754103,208,1590
54317,2013-01-03,13,757888,886,2268
54318,2013-01-03,13,757889,847,2229
54319,2013-01-03,13,759651,311,1693
54320,2013-01-03,13,759694,797,2179
54321,2013-01-03,13,759893,848,2230
54322,2013-01-03,13,760319,308,1690
54323,2013-01-03,13,765517,337,1719
54324,2013-01-03,13,769312,743,2125
54325,2013-01-03,13,769314,588,1970
54326,2013-01-03,13,770449,841,2223
54327,2013-01-03,13,770453,621,2003
54328,2013-01-03,13,770456,859,2241
54329,2013-01-03,13,771156,221,1603
54330,2013-01-03,13,771157,2,1384
54331,2013-01-03,13,783243,856,2238
54332,2013-01-03,13,789907,450,1832
54333,2013-01-03,13,793341,827,2209
54334,2013-01-03,13,793345,186,1568
54335,2013-01-03,13,793346,64,1446
54336,2013-01-03,13,801217,257,1639
54337,2013-01-03,13,801934,759,2141
54338,2013-01-03,13,802831,279,1661
54339,2013-01-03,13,802832,762,2144
54340,2013-01-03,13,803101,612,1994
54341,2013-01-03,13,804932,493,1875
54342,2013-01-03,13,807493,610,1992
54343,2013-01-03,13,812725,412,1794
54344,2013-01-03,13,812726,521,1903
54345,2013-01-03,13,812751,48,1430
54346,2013-01-03,13,812757,122,1504
54347,2013-01-03,13,819194,506,1888
54348,2013-01-03,13,819227,890,2272
54349,2013-01-03,13,819932,394,1776
54350,2013-01-03,13,820006,27,1409
54351,2013-01-03,13,828204,177,1559
54352,2013-01-03,13,828630,601,1983
54353,2013-01-03,13,828632,366,1748
54354,2013-01-03,13,829389,389,1771
54355,2013-01-03,13,830625,890,2272
54356,2013-01-03,13,830797,929,2311
54357,2013-01-03,13,838215,606,1988
54358,2013-01-03,13,838216,895,2277
54359,2013-01-03,13,838217,749,2131
54360,2013-01-03,13,838407,705,2087
54361,2013-01-03,13,838408,913,2295
54362,2013-01-03,13,838832,879,2261
54363,2013-01-03,13,838844,836,2218
54364,2013-01-03,13,838875,836,2218
54365,2013-01-03,13,839362,974,2356
54366,2013-01-03,13,839363,536,1918
54367,2013-01-03,13,839367,549,1931
54368,2013-01-03,13,841570,599,1981
54369,2013-01-03,13,841583,547,1929
54370,2013-01-03,13,841612,760,2142
54371,2013-01-03,13,841614,291,1673
54372,2013-01-03,13,841667,354,1736
54373,2013-01-03,13,841841,461,1843
54374,2013-01-03,13,841842,691,2073
54375,2013-01-03,13,843459,468,1850
54376,2013-01-03,13,843585,400,1782
54377,2013-01-03,13,844017,477,1859
54378,2013-01-03,13,844795,976,2358
54379,2013-01-03,13,847859,745,2127
54380,2013-01-03,13,847863,560,1942
54381,2013-01-03,13,849098,773,2155
54382,2013-01-03,13,849142,812,2194
54383,2013-01-03,13,850333,857,2239
54384,2013-01-03,13,850334,170,1552
54385,2013-01-03,13,850460,646,2028
54386,2013-01-03,13,851982,930,2312
54387,2013-01-03,13,852934,207,1589
54388,2013-01-03,13,859932,417,1799
54389,2013-01-03,13,862454,18,1400
54390,2013-01-03,13,864510,695,2077
54391,2013-01-03,13,865147,955,2337
54392,2013-01-03,13,866927,518,1900
54393,2013-01-03,13,867850,893,2275
54394,2013-01-03,13,868529,122,1504
54395,2013-01-03,13,870544,209,1591
54396,2013-01-03,13,870545,840,2222
54397,2013-01-03,13,871421,748,2130
54398,2013-01-03,13,872306,510,1892
54399,2013-01-03,13,872307,44,1426
54400,2013-01-03,13,872309,302,1684
54401,2013-01-03,13,872310,505,1887
54402,2013-01-03,13,874593,495,1877
54403,2013-01-03,13,874598,267,1649
54404,2013-01-03,13,875604,379,1761
54405,2013-01-03,13,876663,338,1720
54406,2013-01-03,13,877513,396,1778
54407,2013-01-03,13,877514,103,1485
54408,2013-01-03,13,881701,408,1790
54409,2013-01-03,13,881910,139,1521
54410,2013-01-03,13,881911,772,2154
54411,2013-01-03,13,881912,345,1727
54412,2013-01-03,13,882624,794,2176
54413,2013-01-03,13,884878,80,1462
54414,2013-01-03,13,885543,846,2228
54415,2013-01-03,13,886396,701,2083
54416,2013-01-03,13,886398,753,2135
54417,2013-01-03,13,888763,548,1930
54418,2013-01-03,13,890371,395,1777
54419,2013-01-03,13,890372,647,2029
54420,2013-01-03,13,892076,285,1667
54421,2013-01-03,13,902198,221,1603
54422,2013-01-03,13,902200,726,2108
54423,2013-01-03,13,902202,53,1435
54424,2013-01-03,13,903283,700,2082
54425,2013-01-03,13,903284,914,2296
54426,2013-01-03,13,903285,819,2201
54427,2013-01-03,13,906980,591,1973
54428,2013-01-03,13,909361,570,1952
54429,2013-01-03,13,911429,176,1558
54430,2013-01-03,13,911871,176,1558
54431,2013-01-03,13,911990,766,2148
54432,2013-01-03,13,915980,799,2181
54433,2013-01-03,13,916887,674,2056
54434,2013-01-03,13,926958,661,2043
54435,2013-01-03,13,932281,809,2191
54436,2013-01-03,13,938566,898,2280
54437,2013-01-03,13,938567,780,2162
54438,2013-01-03,13,938570,963,2345
54439,2013-01-03,13,938574,257,1639
54440,2013-01-03,13,938576,105,1487
54441,2013-01-03,13,938657,926,2308
54442,2013-01-03,13,939129,388,1770
54443,2013-01-03,13,939130,511,1893
54444,2013-01-03,13,939207,602,1984
54445,2013-01-03,13,939661,836,2218
54446,2013-01-03,13,939662,561,1943
54447,2013-01-03,13,939663,210,1592
54448,2013-01-03,13,940590,141,1523
54449,2013-01-03,13,940591,961,2343
54450,2013-01-03,13,940592,231,1613
54451,2013-01-03,13,949053,228,1610
54452,2013-01-03,13,949296,58,1440
54453,2013-01-03,13,949297,583,1965
54454,2013-01-03,13,953562,635,2017
54455,2013-01-03,13,953609,625,2007
54456,2013-01-03,13,956012,976,2358
54457,2013-01-03,13,956013,141,1523
54458,2013-01-03,13,956014,509,1891
54459,2013-01-03,13,962600,653,2035
54460,2013-01-03,13,964752,735,2117
54461,2013-01-03,13,964753,410,1792
54462,2013-01-03,13,968432,899,2281
54463,2013-01-03,13,977007,5,1387
54464,2013-01-03,13,979195,129,1511
54465,2013-01-03,13,979196,403,1785
54466,2013-01-03,13,987768,146,1528
54467,2013-01-03,13,987769,409,1791
54468,2013-01-03,13,991114,838,2220
54469,2013-01-03,13,1003679,934,2316
54470,2013-01-03,13,1004550,238,1620
54471,2013-01-03,13,1012473,984,2366
54472,2013-01-03,13,1012787,748,2130
54473,2013-01-03,13,1012788,984,2366
54474,2013-01-03,13,1017349,85,1467
54475,2013-01-03,13,1021281,923,2305
54476,2013-01-03,13,1022053,927,2309
54477,2013-01-03,13,1024975,28,1410
54478,2013-01-03,13,1024976,345,1727
54479,2013-01-03,13,1033395,17,1399
54480,2013-01-03,13,1036320,692,2074
54481,2013-01-03,13,1036689,74,1456
54482,2013-01-03,13,1037845,26,1408
54483,2013-01-03,13,1037846,422,1804
54484,2013-01-03,13,1047394,223,1605
54485,2013-01-03,13,1047395,374,1756
54486,2013-01-03,13,1047679,222,1604
54487,2013-01-03,13,1047680,299,1681
54488,2013-01-03,13,1047681,101,1483
54489,2013-01-03,13,1047685,717,2099
54490,2013-01-03,13,1047690,524,1906
54491,2013-01-03,13,1047695,396,1778
54492,2013-01-03,13,1047696,13,1395
54493,2013-01-03,13,1047705,339,1721
54494,2013-01-03,13,1047717,586,1968
54495,2013-01-03,13,1047733,807,2189
54496,2013-01-03,13,1047735,624,2006
54497,2013-01-03,13,1047740,700,2082
54498,2013-01-03,13,1047756,346,1728
54499,2013-01-03,13,1047757,435,1817
54500,2013-01-03,13,1047772,43,1425
54501,2013-01-03,13,1047773,376,1758
54502,2013-01-03,13,1047774,630,2012
54503,2013-01-03,13,1047775,290,1672
54504,2013-01-03,13,1047786,780,2162
54505,2013-01-03,13,1047790,268,1650
54506,2013-01-03,13,1052563,604,1986
54507,2013-01-03,13,1053943,313,1695
54508,2013-01-03,13,1053944,510,1892
54509,2013-01-03,13,1053945,115,1497
54510,2013-01-03,13,1057033,142,1524
54511,2013-01-03,13,1057491,962,2344
54512,2013-01-03,13,1057498,709,2091
54513,2013-01-03,13,1057515,855,2237
54514,2013-01-03,13,1060036,501,1883
54515,2013-01-03,13,1066900,171,1553
54516,2013-01-03,13,1066901,919,2301
54517,2013-01-03,13,1070962,837,2219
54518,2013-01-03,13,1071928,728,2110
54519,2013-01-03,13,1071949,994,2376
54520,2013-01-03,13,1072167,307,1689
54521,2013-01-03,13,1076065,119,1501
54522,2013-01-03,13,1078288,387,1769
54523,2013-01-03,13,1079214,276,1658
54524,2013-01-03,13,1079215,650,2032
54525,2013-01-03,13,1079220,258,1640
54526,2013-01-03,13,1080001,701,2083
54527,2013-01-03,13,1080756,69,1451
54528,2013-01-03,13,1083152,448,1830
54529,2013-01-03,13,1083196,266,1648
54530,2013-01-03,13,1083518,944,2326
54531,2013-01-03,13,1084881,286,1668
54532,2013-01-03,13,1084882,813,2195
54533,2013-01-03,13,1085686,532,1914
54534,2013-01-03,13,1087269,60,1442
54535,2013-01-03,13,1087467,468,1850
54536,2013-01-03,13,1088002,486,1868
54537,2013-01-03,13,1089044,353,1735
54538,2013-01-03,13,1089045,389,1771
54539,2013-01-03,13,1089046,718,2100
54540,2013-01-03,13,1089845,983,2365
54541,2013-01-03,13,1089846,495,1877
54542,2013-01-03,13,1090419,865,2247
54543,2013-01-03,13,1091369,78,1460
54544,2013-01-03,13,1091370,589,1971
54545,2013-01-03,13,1094235,280,1662
54546,2013-01-03,13,1094238,771,2153
54547,2013-01-03,13,1098624,965,2347
54548,2013-01-03,13,1101724,616,1998
54549,2013-01-03,13,1102268,167,1549
54550,2013-01-03,13,1105210,86,1468
54551,2013-01-03,13,1105212,573,1955
54552,2013-01-03,13,1105214,187,1569
54553,2013-01-03,13,1113872,292,1674
54554,2013-01-03,13,1114749,49,1431
54555,2013-01-03,14,103501,307,2050
54556,2013-01-03,14,105576,360,2103
54557,2013-01-03,14,105857,121,1864
54558,2013-01-03,14,106716,402,2145
54559,2013-01-03,14,108079,268,2011
54560,2013-01-03,14,108701,428,2171
54561,2013-01-03,14,108786,179,1922
54562,2013-01-03,14,108797,343,2086
54563,2013-01-03,14,108833,345,2088
54564,2013-01-03,14,108952,366,2109
54565,2013-01-03,14,111223,516,2259
54566,2013-01-03,14,111397,120,1863
54567,2013-01-03,14,112830,66,1809
54568,2013-01-03,14,114790,872,2615
54569,2013-01-03,14,114799,688,2431
54570,2013-01-03,14,115267,808,2551
54571,2013-01-03,14,115693,821,2564
54572,2013-01-03,14,115720,479,2222
54573,2013-01-03,14,115850,2,1745
54574,2013-01-03,14,115892,547,2290
54575,2013-01-03,14,115894,526,2269
54576,2013-01-03,14,116017,776,2519
54577,2013-01-03,14,116279,239,1982
54578,2013-01-03,14,119023,247,1990
54579,2013-01-03,14,119141,473,2216
54580,2013-01-03,14,119187,114,1857
54581,2013-01-03,14,119193,510,2253
54582,2013-01-03,14,119624,58,1801
54583,2013-01-03,14,122419,518,2261
54584,2013-01-03,14,122425,954,2697
54585,2013-01-03,14,123601,407,2150
54586,2013-01-03,14,123927,300,2043
54587,2013-01-03,14,125430,325,2068
54588,2013-01-03,14,129297,234,1977
54589,2013-01-03,14,129759,99,1842
54590,2013-01-03,14,155499,883,2626
54591,2013-01-03,14,155500,824,2567
54592,2013-01-03,14,155621,461,2204
54593,2013-01-03,14,157956,935,2678
54594,2013-01-03,14,158788,174,1917
54595,2013-01-03,14,158875,835,2578
54596,2013-01-03,14,158956,213,1956
54597,2013-01-03,14,159242,282,2025
54598,2013-01-03,14,162066,382,2125
54599,2013-01-03,14,164088,850,2593
54600,2013-01-03,14,164647,815,2558
54601,2013-01-03,14,165550,398,2141
54602,2013-01-03,14,165594,261,2004
54603,2013-01-03,14,165718,777,2520
54604,2013-01-03,14,165988,451,2194
54605,2013-01-03,14,168931,26,1769
54606,2013-01-03,14,169028,798,2541
54607,2013-01-03,14,171890,855,2598
54608,2013-01-03,14,172184,284,2027
54609,2013-01-03,14,172343,143,1886
54610,2013-01-03,14,174081,506,2249
54611,2013-01-03,14,179579,392,2135
54612,2013-01-03,14,205381,17,1760
54613,2013-01-03,14,205387,862,2605
54614,2013-01-03,14,207857,443,2186
54615,2013-01-03,14,208384,461,2204
54616,2013-01-03,14,208514,265,2008
54617,2013-01-03,14,211205,251,1994
54618,2013-01-03,14,211999,515,2258
54619,2013-01-03,14,212552,860,2603
54620,2013-01-03,14,213788,167,1910
54621,2013-01-03,14,214381,971,2714
54622,2013-01-03,14,214859,98,1841
54623,2013-01-03,14,214860,215,1958
54624,2013-01-03,14,214862,537,2280
54625,2013-01-03,14,215327,956,2699
54626,2013-01-03,14,215331,178,1921
54627,2013-01-03,14,215332,683,2426
54628,2013-01-03,14,215352,790,2533
54629,2013-01-03,14,215356,910,2653
54630,2013-01-03,14,215468,567,2310
54631,2013-01-03,14,215896,975,2718
54632,2013-01-03,14,218728,4,1747
54633,2013-01-03,14,219150,635,2378
54634,2013-01-03,14,220613,208,1951
54635,2013-01-03,14,221506,228,1971
54636,2013-01-03,14,222879,31,1774
54637,2013-01-03,14,222975,610,2353
54638,2013-01-03,14,223136,662,2405
54639,2013-01-03,14,223434,722,2465
54640,2013-01-03,14,223463,798,2541
54641,2013-01-03,14,224081,753,2496
54642,2013-01-03,14,226126,225,1968
54643,2013-01-03,14,226857,455,2198
54644,2013-01-03,14,227728,202,1945
54645,2013-01-03,14,229368,981,2724
54646,2013-01-03,14,253145,283,2026
54647,2013-01-03,14,255199,450,2193
54648,2013-01-03,14,257847,101,1844
54649,2013-01-03,14,257848,778,2521
54650,2013-01-03,14,258376,860,2603
54651,2013-01-03,14,258396,849,2592
54652,2013-01-03,14,258411,771,2514
54653,2013-01-03,14,260628,297,2040
54654,2013-01-03,14,260669,507,2250
54655,2013-01-03,14,261052,507,2250
54656,2013-01-03,14,261053,339,2082
54657,2013-01-03,14,261700,905,2648
54658,2013-01-03,14,262991,696,2439
54659,2013-01-03,14,264299,222,1965
54660,2013-01-03,14,264305,340,2083
54661,2013-01-03,14,264751,965,2708
54662,2013-01-03,14,264752,310,2053
54663,2013-01-03,14,265237,82,1825
54664,2013-01-03,14,265254,307,2050
54665,2013-01-03,14,265266,737,2480
54666,2013-01-03,14,265279,141,1884
54667,2013-01-03,14,265382,303,2046
54668,2013-01-03,14,265559,932,2675
54669,2013-01-03,14,265672,603,2346
54670,2013-01-03,14,265700,796,2539
54671,2013-01-03,14,268440,765,2508
54672,2013-01-03,14,268446,842,2585
54673,2013-01-03,14,268662,336,2079
54674,2013-01-03,14,268834,297,2040
54675,2013-01-03,14,273528,195,1938
54676,2013-01-03,14,275823,582,2325
54677,2013-01-03,14,279125,624,2367
54678,2013-01-03,14,302824,495,2238
54679,2013-01-03,14,302952,758,2501
54680,2013-01-03,14,302997,786,2529
54681,2013-01-03,14,302998,987,2730
54682,2013-01-03,14,305074,685,2428
54683,2013-01-03,14,305234,257,2000
54684,2013-01-03,14,305237,772,2515
54685,2013-01-03,14,305341,144,1887
54686,2013-01-03,14,305344,762,2505
54687,2013-01-03,14,305345,810,2553
54688,2013-01-03,14,308085,343,2086
54689,2013-01-03,14,308766,452,2195
54690,2013-01-03,14,308924,281,2024
54691,2013-01-03,14,310671,12,1755
54692,2013-01-03,14,310790,313,2056
54693,2013-01-03,14,311954,706,2449
54694,2013-01-03,14,312324,801,2544
54695,2013-01-03,14,314384,664,2407
54696,2013-01-03,14,314393,597,2340
54697,2013-01-03,14,314570,4,1747
54698,2013-01-03,14,314881,459,2202
54699,2013-01-03,14,315176,472,2215
54700,2013-01-03,14,315220,298,2041
54701,2013-01-03,14,315221,990,2733
54702,2013-01-03,14,315277,3,1746
54703,2013-01-03,14,315279,156,1899
54704,2013-01-03,14,315322,779,2522
54705,2013-01-03,14,315474,518,2261
54706,2013-01-03,14,318932,14,1757
54707,2013-01-03,14,319095,453,2196
54708,2013-01-03,14,321798,529,2272
54709,2013-01-03,14,322094,173,1916
54710,2013-01-03,14,322095,139,1882
54711,2013-01-03,14,323013,63,1806
54712,2013-01-03,14,323921,824,2567
54713,2013-01-03,14,324206,453,2196
54714,2013-01-03,14,329070,114,1857
54715,2013-01-03,14,329071,217,1960
54716,2013-01-03,14,329364,570,2313
54717,2013-01-03,14,329365,709,2452
54718,2013-01-03,14,346065,814,2557
54719,2013-01-03,14,352513,136,1879
54720,2013-01-03,14,354918,363,2106
54721,2013-01-03,14,354919,842,2585
54722,2013-01-03,14,354971,996,2739
54723,2013-01-03,14,355090,423,2166
54724,2013-01-03,14,357961,13,1756
54725,2013-01-03,14,357962,673,2416
54726,2013-01-03,14,358096,456,2199
54727,2013-01-03,14,358100,89,1832
54728,2013-01-03,14,358134,195,1938
54729,2013-01-03,14,358231,421,2164
54730,2013-01-03,14,358232,660,2403
54731,2013-01-03,14,358561,934,2677
54732,2013-01-03,14,362548,606,2349
54733,2013-01-03,14,363049,859,2602
54734,2013-01-03,14,364413,265,2008
54735,2013-01-03,14,364606,952,2695
54736,2013-01-03,14,364738,231,1974
54737,2013-01-03,14,364832,581,2324
54738,2013-01-03,14,364834,288,2031
54739,2013-01-03,14,364865,734,2477
54740,2013-01-03,14,365138,630,2373
54741,2013-01-03,14,365139,880,2623
54742,2013-01-03,14,365264,482,2225
54743,2013-01-03,14,368136,12,1755
54744,2013-01-03,14,368140,655,2398
54745,2013-01-03,14,368260,321,2064
54746,2013-01-03,14,368624,488,2231
54747,2013-01-03,14,371130,782,2525
54748,2013-01-03,14,371437,861,2604
54749,2013-01-03,14,371438,514,2257
54750,2013-01-03,14,372924,750,2493
54751,2013-01-03,14,374464,898,2641
54752,2013-01-03,14,376427,20,1763
54753,2013-01-03,14,377978,238,1981
54754,2013-01-03,14,378330,658,2401
54755,2013-01-03,14,378685,267,2010
54756,2013-01-03,14,401817,414,2157
54757,2013-01-03,14,401911,101,1844
54758,2013-01-03,14,402175,200,1943
54759,2013-01-03,14,404332,720,2463
54760,2013-01-03,14,404334,67,1810
54761,2013-01-03,14,404439,686,2429
54762,2013-01-03,14,405304,943,2686
54763,2013-01-03,14,406965,508,2251
54764,2013-01-03,14,407533,56,1799
54765,2013-01-03,14,407542,463,2206
54766,2013-01-03,14,409904,691,2434
54767,2013-01-03,14,410257,942,2685
54768,2013-01-03,14,410866,711,2454
54769,2013-01-03,14,411487,418,2161
54770,2013-01-03,14,413987,148,1891
54771,2013-01-03,14,414305,577,2320
54772,2013-01-03,14,414353,270,2013
54773,2013-01-03,14,414421,438,2181
54774,2013-01-03,14,414426,776,2519
54775,2013-01-03,14,414620,404,2147
54776,2013-01-03,14,414621,430,2173
54777,2013-01-03,14,414750,259,2002
54778,2013-01-03,14,414752,806,2549
54779,2013-01-03,14,414888,341,2084
54780,2013-01-03,14,417763,237,1980
54781,2013-01-03,14,417835,714,2457
54782,2013-01-03,14,418025,598,2341
54783,2013-01-03,14,418026,26,1769
54784,2013-01-03,14,418235,609,2352
54785,2013-01-03,14,421066,532,2275
54786,2013-01-03,14,426155,605,2348
54787,2013-01-03,14,428054,702,2445
54788,2013-01-03,14,428488,329,2072
54789,2013-01-03,14,452078,920,2663
54790,2013-01-03,14,454413,326,2069
54791,2013-01-03,14,454414,518,2261
54792,2013-01-03,14,454416,597,2340
54793,2013-01-03,14,454596,473,2216
54794,2013-01-03,14,457471,318,2061
54795,2013-01-03,14,457556,861,2604
54796,2013-01-03,14,457574,504,2247
54797,2013-01-03,14,457688,916,2659
54798,2013-01-03,14,457928,214,1957
54799,2013-01-03,14,458029,992,2735
54800,2013-01-03,14,459804,817,2560
54801,2013-01-03,14,460804,144,1887
54802,2013-01-03,14,462673,689,2432
54803,2013-01-03,14,463598,275,2018
54804,2013-01-03,14,463816,362,2105
54805,2013-01-03,14,463901,72,1815
54806,2013-01-03,14,463903,220,1963
54807,2013-01-03,14,464302,558,2301
54808,2013-01-03,14,464333,732,2475
54809,2013-01-03,14,464334,72,1815
54810,2013-01-03,14,464336,856,2599
54811,2013-01-03,14,464339,961,2704
54812,2013-01-03,14,464906,210,1953
54813,2013-01-03,14,464907,745,2488
54814,2013-01-03,14,464940,537,2280
54815,2013-01-03,14,467808,80,1823
54816,2013-01-03,14,467887,602,2345
54817,2013-01-03,14,468265,496,2239
54818,2013-01-03,14,470624,418,2161
54819,2013-01-03,14,470760,172,1915
54820,2013-01-03,14,470762,301,2044
54821,2013-01-03,14,471980,1,1744
54822,2013-01-03,14,472658,567,2310
54823,2013-01-03,14,502227,714,2457
54824,2013-01-03,14,502331,355,2098
54825,2013-01-03,14,504457,804,2547
54826,2013-01-03,14,506717,249,1992
54827,2013-01-03,14,507457,734,2477
54828,2013-01-03,14,507870,220,1963
54829,2013-01-03,14,510052,356,2099
54830,2013-01-03,14,510054,504,2247
54831,2013-01-03,14,511172,575,2318
54832,2013-01-03,14,513853,33,1776
54833,2013-01-03,14,513855,791,2534
54834,2013-01-03,14,514149,961,2704
54835,2013-01-03,14,514172,184,1927
54836,2013-01-03,14,514242,141,1884
54837,2013-01-03,14,514446,263,2006
54838,2013-01-03,14,514597,514,2257
54839,2013-01-03,14,514730,615,2358
54840,2013-01-03,14,514757,4,1747
54841,2013-01-03,14,517615,58,1801
54842,2013-01-03,14,517904,548,2291
54843,2013-01-03,14,517905,698,2441
54844,2013-01-03,14,517906,500,2243
54845,2013-01-03,14,518091,606,2349
54846,2013-01-03,14,518094,554,2297
54847,2013-01-03,14,519718,556,2299
54848,2013-01-03,14,522383,198,1941
54849,2013-01-03,14,522721,220,1963
54850,2013-01-03,14,522941,374,2117
54851,2013-01-03,14,551893,7,1750
54852,2013-01-03,14,554049,379,2122
54853,2013-01-03,14,554144,869,2612
54854,2013-01-03,14,554145,938,2681
54855,2013-01-03,14,557256,723,2466
54856,2013-01-03,14,557257,321,2064
54857,2013-01-03,14,557289,44,1787
54858,2013-01-03,14,557810,108,1851
54859,2013-01-03,14,559493,925,2668
54860,2013-01-03,14,559680,289,2032
54861,2013-01-03,14,559870,357,2100
54862,2013-01-03,14,559873,315,2058
54863,2013-01-03,14,564110,600,2343
54864,2013-01-03,14,564272,606,2349
